id_venta,isbn,titulo,autor,categoria,precio_eur,cantidad,edad_cliente,genero_cliente,fecha_venta,formato,canal_venta,tienda,metodo_pago,valoracion_cliente
V000333,978-1-68082-927-8,Náuseas,Jean-Paul Sartre,Clásico,13.9,1,32,Prefiere no decir,2023-04-13,Bolsillo,Física,Librería Valencia Centro,Tarjeta,4
V000334,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,3,38,Masculino,2023-05-21,Kindle,Online,Tienda Online,Tarjeta,3
V000335,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,29.9,2,51,Masculino,2024-06-30,Kindle,Online,Tienda Online,Efectivo,5
V000336,978-3-30032-482-2,Los hombres que no amaban a las mujeres,Stieg Larsson,Thriller,14.32,1,21,No binario,2025-03-24,Tapa dura,Física,Librería Central Madrid,Transferencia,
V000337,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,27.39,1,74,No binario,2024-12-26,Kindle,Online,Tienda Online,PayPal,3
V000338,978-9-51245-317-7,La sombra del viento,Carlos Ruiz Zafón,Ficción,14.8,1,28,Masculino,2024-08-09,Tapa dura,Online,Tienda Online,Bizum,4
V000339,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,19.84,2,30,No binario,2024-04-06,Bolsillo,Física,Librería Barcelona Gòtic,Transferencia,5
V000340,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,19.71,1,52,Masculino,2023-12-03,Bolsillo,Online,Tienda Online,Tarjeta,5
V000341,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,12.72,2,56,Femenino,2024-10-12,Bolsillo,Online,Tienda Online,Efectivo,4
V000342,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,20.79,1,67,No binario,2023-09-09,Tapa dura,Física,Librería Gran Vía,Tarjeta,5
V000343,978-6-56438-533-6,Misery,Stephen King,Terror,16.9,1,21,Femenino,2024-03-27,Tapa dura,Online,Tienda Online,Transferencia,5
V000344,978-8-68800-243-6,El extranjero,Albert Camus,Clásico,14.19,1,59,Masculino,2024-04-22,Kindle,Online,Tienda Online,Efectivo,1
V000345,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,10.89,2,49,No binario,2025-03-06,Bolsillo,Física,Librería Barcelona Gòtic,PayPal,5
V000346,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,1,57,Prefiere no decir,2024-03-05,Kindle,Online,Tienda Online,PayPal,4
V000347,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,17.75,1,36,Prefiere no decir,2024-01-17,Kindle,Online,Tienda Online,Bizum,5
V000348,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,15.92,1,63,Femenino,2025-11-20,Kindle,Online,Tienda Online,Tarjeta,4
V000349,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,20.61,1,22,Prefiere no decir,2023-07-28,Kindle,Online,Tienda Online,Tarjeta,5
V000350,978-1-82357-400-9,Harry Potter y la piedra filosofal,J.K. Rowling,Fantasía Juvenil,12.72,2,16,Prefiere no decir,2024-01-21,Tapa dura,Física,Librería Valencia Centro,Tarjeta,4
V000351,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,17.49,1,20,Masculino,2024-05-13,Tapa dura,Física,Librería Central Madrid,Tarjeta,5
V000352,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,16.06,1,35,No binario,2023-04-11,Kindle,Online,Tienda Online,Transferencia,3
V000353,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,12.66,3,22,No binario,2025-03-17,Tapa dura,Física,Librería Valencia Centro,Bizum,5
V000354,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,15.21,2,72,Masculino,2025-07-23,Kindle,Online,Tienda Online,Tarjeta,5
V000355,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,15.12,1,46,Prefiere no decir,2025-11-04,Kindle,Online,Tienda Online,Efectivo,3
V000356,978-8-27342-840-9,Stardust,Neil Gaiman,Fantasía,15.9,1,59,Femenino,2025-02-24,Bolsillo,Online,Tienda Online,Bizum,5
V000357,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,20.79,1,30,Femenino,2023-01-06,Tapa dura,Online,Tienda Online,Bizum,5
V000358,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,24.9,1,41,No binario,2024-04-25,Bolsillo,Física,Librería Central Madrid,Tarjeta,4
V000359,978-0-62772-845-5,Drácula,Bram Stoker,Terror,12.9,1,42,Prefiere no decir,2023-07-08,Bolsillo,Física,Librería Barcelona Gòtic,PayPal,4
V000360,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,14.36,1,72,Prefiere no decir,2024-05-14,Kindle,Online,Tienda Online,Bizum,4
V000361,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,13.52,2,71,Femenino,2024-11-10,Tapa dura,Física,Librería Valencia Centro,Bizum,5
V000362,978-3-39451-165-5,Matilda,Roald Dahl,Infantil,11.9,1,5,Masculino,2023-02-19,Tapa dura,Online,Tienda Online,PayPal,4
V000363,978-9-71953-348-7,It,Stephen King,Terror,22.9,2,62,Prefiere no decir,2024-08-24,Bolsillo,Física,Librería Sevilla Triana,Transferencia,5
V000364,978-0-96673-333-4,Harry Potter y el prisionero de Azkaban,J.K. Rowling,Fantasía Juvenil,18.59,1,21,Femenino,2025-01-19,Bolsillo,Online,Tienda Online,Tarjeta,4
V000365,978-0-87110-667-3,Charlie y la fábrica de chocolate,Roald Dahl,Infantil,10.71,1,6,Prefiere no decir,2025-01-22,Tapa dura,Física,Librería Valencia Centro,Tarjeta,5
V000366,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,17.91,2,28,No binario,2025-10-02,Bolsillo,Online,Tienda Online,Efectivo,4
V000367,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,13.55,2,69,Femenino,2023-09-07,Kindle,Online,Tienda Online,Bizum,4
V000368,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,20.79,1,25,Prefiere no decir,2024-06-07,Kindle,Online,Tienda Online,Efectivo,4
V000369,978-6-56438-533-6,Misery,Stephen King,Terror,16.9,4,47,Femenino,2024-10-20,Bolsillo,Física,Librería Barcelona Gòtic,Bizum,5
V000370,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,13.9,1,23,No binario,2025-01-14,Kindle,Online,Tienda Online,Tarjeta,2
V000371,978-2-46509-573-3,La peste,Albert Camus,Clásico,16.39,1,22,No binario,2024-03-06,Bolsillo,Online,Tienda Online,Efectivo,4
V000372,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,14.32,1,63,No binario,2023-06-14,Kindle,Online,Tienda Online,Transferencia,3
V000373,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,1,42,Prefiere no decir,2023-03-10,Tapa dura,Física,Librería Valencia Centro,Tarjeta,4
V000374,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,21.89,1,53,Masculino,2025-07-05,Kindle,Online,Tienda Online,Transferencia,4
V000375,978-8-11504-796-1,El código Da Vinci,Dan Brown,Thriller,16.9,1,73,Femenino,2023-07-22,Kindle,Online,Tienda Online,Bizum,5
V000376,978-9-71348-641-4,Veinte poemas de amor,Pablo Neruda,Poesía,8.91,1,23,Femenino,2024-01-17,Bolsillo,Online,Tienda Online,Transferencia,5
V000377,978-9-18326-494-6,Romancero gitano,Federico García Lorca,Poesía,9.81,1,62,Masculino,2023-07-25,Bolsillo,Online,Tienda Online,Efectivo,2
V000378,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,11.81,1,32,Femenino,2024-04-06,Tapa dura,Online,Tienda Online,Efectivo,3
V000379,978-0-62772-845-5,Drácula,Bram Stoker,Terror,13.55,1,69,Prefiere no decir,2024-02-25,Bolsillo,Física,Librería Sevilla Triana,Bizum,4
V000380,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,16.9,1,70,Femenino,2023-04-23,Kindle,Online,Tienda Online,Efectivo,5
V000381,978-1-82357-400-9,Harry Potter y la piedra filosofal,J.K. Rowling,Fantasía Juvenil,12.72,1,21,Femenino,2024-02-19,Tapa dura,Física,Librería Valencia Centro,Efectivo,4
V000382,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,15.92,1,56,Femenino,2023-06-04,Bolsillo,Física,Librería Central Madrid,Transferencia,5
V000383,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,21.89,1,69,Prefiere no decir,2025-04-28,Bolsillo,Física,Librería Gran Vía,Bizum,5
V000384,978-6-10282-499-4,Patria,Fernando Aramburu,Ficción,16.91,4,70,Femenino,2023-10-05,Kindle,Online,Tienda Online,Tarjeta,5
V000385,978-3-30032-482-2,Los hombres que no amaban a las mujeres,Stieg Larsson,Thriller,17.9,1,40,Masculino,2025-01-31,Kindle,Online,Tienda Online,Efectivo,4
V000386,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,14.6,1,39,Femenino,2024-04-13,Tapa dura,Física,Librería Central Madrid,Transferencia,2
V000387,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,12.51,1,68,Masculino,2023-04-25,Kindle,Online,Tienda Online,Efectivo,1
V000388,978-4-93886-804-8,Guerra y paz,León Tolstói,Clásico,26.14,1,72,No binario,2025-10-20,Tapa dura,Online,Tienda Online,Efectivo,
V000389,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,13.9,2,38,No binario,2023-08-10,Kindle,Online,Tienda Online,Bizum,
V000390,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,21.9,2,71,No binario,2023-03-05,Tapa dura,Física,Librería Valencia Centro,PayPal,4
V000391,978-6-56438-533-6,Misery,Stephen King,Terror,17.75,2,50,Masculino,2023-12-01,Kindle,Online,Tienda Online,Efectivo,5
V000392,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,19.9,1,41,Prefiere no decir,2024-08-16,Bolsillo,Física,Librería Central Madrid,Transferencia,5
V000393,978-4-97684-597-3,American Gods,Neil Gaiman,Fantasía,15.92,1,25,No binario,2024-03-24,Bolsillo,Online,Tienda Online,Transferencia,5
V000394,978-9-51245-317-7,La sombra del viento,Carlos Ruiz Zafón,Ficción,15.72,1,27,Femenino,2023-02-23,Bolsillo,Física,Librería Central Madrid,Efectivo,
V000395,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,15.9,1,41,Masculino,2023-10-17,Kindle,Online,Tienda Online,Transferencia,4
V000396,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,12.9,3,16,Masculino,2025-03-18,Tapa dura,Online,Tienda Online,Tarjeta,2
V000397,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,16.11,2,67,No binario,2025-11-12,Kindle,Online,Tienda Online,Transferencia,
V000398,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,15.9,1,47,Femenino,2023-12-20,Tapa dura,Física,Librería Valencia Centro,PayPal,5
V000399,978-8-44438-864-9,Rayuela,Julio Cortázar,Clásico,16.9,4,25,Femenino,2025-10-07,Tapa dura,Online,Tienda Online,Bizum,4
V000400,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,11.61,1,47,Masculino,2024-04-20,Bolsillo,Online,Tienda Online,PayPal,5
V000401,978-2-17455-620-1,Cosmos,Carl Sagan,Ciencia,19.84,1,17,Femenino,2024-04-06,Bolsillo,Online,Tienda Online,Efectivo,5
V000402,978-9-78522-423-4,Maus,Art Spiegelman,Cómic,16.9,2,20,Masculino,2023-05-14,Tapa dura,Física,Librería Gran Vía,Transferencia,4
V000403,978-4-99593-763-1,Crimen y castigo,Fiódor Dostoyevski,Clásico,12.9,2,50,Femenino,2024-01-16,Kindle,Online,Tienda Online,Efectivo,5
V000404,978-1-68082-927-8,Náuseas,Jean-Paul Sartre,Clásico,11.12,1,17,Femenino,2024-06-18,Tapa dura,Física,Librería Barcelona Gòtic,Tarjeta,4
V000405,978-9-51245-317-7,La sombra del viento,Carlos Ruiz Zafón,Ficción,18.5,1,18,Prefiere no decir,2024-02-26,Kindle,Online,Tienda Online,PayPal,4
V000406,978-0-13905-195-3,Rebelión en la granja,George Orwell,Ficción,10.0,3,52,Masculino,2023-11-06,Bolsillo,Online,Tienda Online,PayPal,
V000407,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,21.9,1,31,Masculino,2024-08-31,Tapa dura,Física,Librería Valencia Centro,PayPal,4
V000408,978-8-44438-864-9,Rayuela,Julio Cortázar,Clásico,16.9,2,33,No binario,2023-06-13,Kindle,Online,Tienda Online,Transferencia,5
V000409,978-8-33416-619-1,La chica del tren,Paula Hawkins,Thriller,15.9,2,41,No binario,2024-11-19,Bolsillo,Online,Tienda Online,Bizum,4
V000410,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,17.32,1,44,Masculino,2024-06-01,Tapa dura,Online,Tienda Online,Tarjeta,5
V000411,978-6-22676-467-5,Choque de Reyes,George R.R. Martin,Fantasía,16.91,2,56,Femenino,2024-10-20,Tapa dura,Online,Tienda Online,Efectivo,5
V000412,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,15.65,1,18,Femenino,2024-07-29,Kindle,Online,Tienda Online,Transferencia,5
V000413,978-5-85674-296-1,Harry Potter y la cámara secreta,J.K. Rowling,Fantasía Juvenil,12.72,2,22,Femenino,2024-02-18,Kindle,Online,Tienda Online,Tarjeta,
V000414,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,18.79,1,72,Femenino,2024-10-31,Kindle,Online,Tienda Online,Tarjeta,3
V000415,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,29.9,1,59,Prefiere no decir,2024-12-20,Tapa dura,Online,Tienda Online,Efectivo,5
V000416,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,16.91,1,74,No binario,2025-03-13,Tapa dura,Física,Librería Barcelona Gòtic,PayPal,2
V000417,978-2-46509-573-3,La peste,Albert Camus,Clásico,12.66,1,53,Prefiere no decir,2023-07-15,Bolsillo,Física,Librería Barcelona Gòtic,Transferencia,3
V000418,978-9-71348-641-4,Veinte poemas de amor,Pablo Neruda,Poesía,9.9,1,73,Prefiere no decir,2023-09-10,Kindle,Online,Tienda Online,Efectivo,3
V000419,978-4-99593-763-1,Crimen y castigo,Fiódor Dostoyevski,Clásico,12.9,1,53,No binario,2024-02-14,Bolsillo,Online,Tienda Online,PayPal,5
V000420,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,10.89,1,26,Masculino,2024-03-24,Kindle,Online,Tienda Online,Transferencia,3
V000421,978-3-39256-242-1,El amor en los tiempos del cólera,Gabriel García Márquez,Ficción,14.88,4,35,Prefiere no decir,2024-06-14,Tapa dura,Física,Librería Valencia Centro,Transferencia,
V000422,978-1-16175-981-1,Pedro Páramo,Juan Rulfo,Clásico,10.96,3,20,Prefiere no decir,2023-06-06,Tapa dura,Online,Tienda Online,Bizum,4
V000423,978-5-19287-626-3,Coraline,Neil Gaiman,Fantasía Juvenil,15.29,2,10,Masculino,2023-12-08,Bolsillo,Física,Librería Valencia Centro,Tarjeta,4
V000424,978-9-93227-275-8,Los hermanos Karamázov,Fiódor Dostoyevski,Clásico,17.01,1,61,Prefiere no decir,2024-12-07,Tapa dura,Online,Tienda Online,Bizum,5
V000425,978-3-17665-693-8,La familia de Pascual Duarte,Camilo José Cela,Clásico,11.61,4,55,Masculino,2023-03-15,Bolsillo,Física,Librería Gran Vía,Tarjeta,5
V000426,978-1-68082-927-8,Náuseas,Jean-Paul Sartre,Clásico,13.9,2,40,No binario,2025-12-29,Tapa dura,Online,Tienda Online,Tarjeta,3
V000427,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,21.9,2,56,Prefiere no decir,2025-10-12,Tapa dura,Online,Tienda Online,Bizum,4
V000428,978-6-38893-559-9,Dune,Frank Herbert,Ciencia Ficción,19.46,1,71,Prefiere no decir,2023-08-22,Kindle,Online,Tienda Online,Tarjeta,5
V000429,978-7-77839-562-1,El principito,Antoine de Saint-Exupéry,Infantil,10.89,2,5,Femenino,2024-06-19,Kindle,Online,Tienda Online,Transferencia,5
V000430,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,8.72,1,5,Femenino,2025-09-17,Tapa dura,Física,Librería Central Madrid,Transferencia,4
V000431,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,13.41,2,16,Femenino,2024-03-24,Bolsillo,Física,Librería Sevilla Triana,Transferencia,5
V000432,978-2-46509-573-3,La peste,Albert Camus,Clásico,14.9,1,42,Prefiere no decir,2023-06-06,Tapa dura,Online,Tienda Online,Tarjeta,4
V000433,978-9-44671-926-0,El Hobbit,J.R.R. Tolkien,Fantasía,14.36,4,68,Prefiere no decir,2024-02-13,Tapa dura,Online,Tienda Online,PayPal,4
V000434,978-7-17100-789-1,Carrie,Stephen King,Terror,14.9,1,73,No binario,2025-09-23,Bolsillo,Física,Librería Sevilla Triana,Tarjeta,5
V000435,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,23.0,1,71,Femenino,2024-08-12,Bolsillo,Online,Tienda Online,Transferencia,3
V000436,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,21.9,1,18,Masculino,2024-09-26,Bolsillo,Online,Tienda Online,Transferencia,2
V000437,978-5-50306-345-0,Homo Deus,Yuval Noah Harari,Ensayo,18.61,2,32,No binario,2025-11-16,Kindle,Online,Tienda Online,Bizum,4
V000438,978-4-28301-352-8,El prisionero del cielo,Carlos Ruiz Zafón,Ficción,17.9,2,37,Prefiere no decir,2023-10-09,Tapa dura,Online,Tienda Online,Transferencia,5
V000439,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,23.0,1,50,Prefiere no decir,2025-04-02,Tapa dura,Online,Tienda Online,Transferencia,4
V000440,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,16.5,1,23,No binario,2024-11-30,Bolsillo,Física,Librería Central Madrid,Efectivo,5
V000441,978-4-99593-763-1,Crimen y castigo,Fiódor Dostoyevski,Clásico,13.55,2,30,Masculino,2024-03-05,Bolsillo,Online,Tienda Online,Transferencia,5
V000442,978-1-68082-927-8,Náuseas,Jean-Paul Sartre,Clásico,13.9,2,65,No binario,2024-12-28,Bolsillo,Online,Tienda Online,Bizum,4
V000443,978-0-51104-158-0,Manual de cocina fácil,Karlos Arguiñano,Cocina,19.69,1,53,Prefiere no decir,2024-11-04,Bolsillo,Online,Tienda Online,Transferencia,4
V000444,978-8-31643-371-8,Hábitos atómicos,James Clear,Autoayuda,18.9,1,43,Masculino,2024-08-06,Bolsillo,Física,Librería Valencia Centro,Tarjeta,
V000445,978-1-48469-545-2,Origen,Dan Brown,Thriller,16.91,1,45,Masculino,2023-07-24,Tapa dura,Física,Librería Valencia Centro,Bizum,3
V000446,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,14.36,1,46,Masculino,2025-04-11,Tapa dura,Online,Tienda Online,Tarjeta,4
V000447,978-4-93748-619-9,Perdida,Gillian Flynn,Thriller,14.85,2,18,Prefiere no decir,2023-03-13,Kindle,Online,Tienda Online,Transferencia,4
V000448,978-8-44438-864-9,Rayuela,Julio Cortázar,Clásico,16.9,1,70,Masculino,2025-10-24,Bolsillo,Online,Tienda Online,Efectivo,4
V000449,978-3-50857-508-5,Piense y hágase rico,Napoleon Hill,Finanzas,11.81,1,51,Masculino,2023-06-08,Bolsillo,Online,Tienda Online,Efectivo,4
V000450,978-6-56438-533-6,Misery,Stephen King,Terror,16.9,1,28,Prefiere no decir,2025-11-01,Kindle,Online,Tienda Online,Bizum,5
V000451,978-3-97782-833-5,V de Vendetta,Alan Moore,Cómic,18.9,1,38,Femenino,2023-05-18,Kindle,Online,Tienda Online,Transferencia,4
V000452,978-7-80284-227-6,El Señor de los Anillos,J.R.R. Tolkien,Fantasía,32.89,1,58,No binario,2024-12-28,Tapa dura,Online,Tienda Online,Transferencia,5
V000453,978-6-46434-564-5,En llamas,Suzanne Collins,Fantasía Juvenil,12.66,1,22,Femenino,2024-05-24,Kindle,Online,Tienda Online,Tarjeta,4
V000454,978-3-54118-204-1,Juego de Tronos,George R.R. Martin,Fantasía,21.89,1,45,Femenino,2024-03-18,Kindle,Online,Tienda Online,Efectivo,5
V000455,978-2-63269-597-7,La chica de nieve,Javier Castillo,Thriller,17.01,3,63,Prefiere no decir,2024-05-01,Bolsillo,Física,Librería Barcelona Gòtic,Tarjeta,4
V000456,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,19.46,1,22,Prefiere no decir,2023-03-25,Bolsillo,Física,Librería Central Madrid,PayPal,2
V000457,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,8.42,2,54,Femenino,2023-10-14,Tapa dura,Online,Tienda Online,Efectivo,5
V000458,978-3-54118-204-1,Juego de Tronos,George R.R. Martin,Fantasía,15.92,2,63,Masculino,2023-07-24,Kindle,Online,Tienda Online,PayPal,4
V000459,978-3-50857-508-5,Piense y hágase rico,Napoleon Hill,Finanzas,13.9,1,52,Prefiere no decir,2024-03-17,Tapa dura,Online,Tienda Online,Bizum,5
V000460,978-3-31417-573-6,Ana Karenina,León Tolstói,Clásico,17.75,2,26,Femenino,2023-05-26,Bolsillo,Física,Librería Central Madrid,Efectivo,3
V000461,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,11.45,1,12,Prefiere no decir,2024-11-09,Kindle,Online,Tienda Online,Efectivo,4
V000462,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,12.9,1,55,No binario,2025-04-11,Bolsillo,Online,Tienda Online,PayPal,5
V000463,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,19.69,1,52,Masculino,2024-10-29,Bolsillo,Física,Librería Valencia Centro,PayPal,5
V000464,978-9-65461-316-8,"Padre rico, padre pobre",Robert Kiyosaki,Finanzas,14.36,3,35,Prefiere no decir,2025-10-13,Bolsillo,Física,Librería Sevilla Triana,Bizum,5
V000465,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,14.6,1,28,Prefiere no decir,2023-07-31,Kindle,Online,Tienda Online,Efectivo,5
V000466,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,14.9,1,21,Masculino,2025-04-15,Tapa dura,Online,Tienda Online,PayPal,5
V000467,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,19.9,2,64,Masculino,2025-07-02,Tapa dura,Física,Librería Sevilla Triana,Efectivo,4
V000468,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,19.69,3,36,No binario,2025-04-27,Tapa dura,Física,Librería Sevilla Triana,Efectivo,2
V000469,978-1-48469-545-2,Origen,Dan Brown,Thriller,19.9,2,19,Masculino,2025-05-09,Bolsillo,Física,Librería Central Madrid,Tarjeta,4
V000470,978-9-38864-107-1,James y el melocotón gigante,Roald Dahl,Infantil,9.27,1,7,Masculino,2023-07-23,Bolsillo,Online,Tienda Online,PayPal,5
V000471,978-3-28131-621-7,El Aleph,Jorge Luis Borges,Clásico,13.9,1,59,Prefiere no decir,2023-12-14,Tapa dura,Online,Tienda Online,Bizum,3
V000472,978-1-40512-987-1,Los juegos del hambre,Suzanne Collins,Fantasía Juvenil,14.9,1,18,Prefiere no decir,2025-07-10,Kindle,Online,Tienda Online,PayPal,5
V000473,978-8-44973-887-5,Ángeles y demonios,Dan Brown,Thriller,14.36,1,46,No binario,2024-06-26,Tapa dura,Física,Librería Sevilla Triana,Bizum,4
V000474,978-8-21395-704-6,1984,George Orwell,Ciencia Ficción,14.9,1,52,No binario,2024-09-19,Bolsillo,Física,Librería Gran Vía,Bizum,4
V000475,978-1-13278-859-4,Cien años de soledad,Gabriel García Márquez,Ficción,18.9,1,68,Masculino,2025-08-23,Kindle,Online,Tienda Online,Tarjeta,4
V000476,978-6-54597-384-2,El temor de un hombre sabio,Patrick Rothfuss,Fantasía,22.41,1,67,Masculino,2023-08-05,Kindle,Online,Tienda Online,Tarjeta,5
V000477,978-9-71953-348-7,It,Stephen King,Terror,22.9,1,48,Masculino,2024-11-02,Kindle,Online,Tienda Online,PayPal,3
V000478,978-9-72493-614-8,El chef en casa,Jamie Oliver,Cocina,21.89,1,58,Prefiere no decir,2023-02-02,Tapa dura,Física,Librería Central Madrid,Tarjeta,4
V000479,978-0-22224-871-3,Un mundo sin fin,Ken Follett,Histórica,22.9,1,34,Prefiere no decir,2023-10-03,Tapa dura,Física,Librería Barcelona Gòtic,Transferencia,4
V000480,978-2-92240-263-6,La casa de Bernarda Alba,Federico García Lorca,Teatro,9.9,1,53,Femenino,2023-10-27,Bolsillo,Física,Librería Gran Vía,PayPal,4
V000481,978-6-56438-533-6,Misery,Stephen King,Terror,17.75,1,72,Prefiere no decir,2025-05-17,Bolsillo,Online,Tienda Online,PayPal,5
V000482,978-3-62923-222-9,El gen egoísta,Richard Dawkins,Ciencia,19.69,1,39,Prefiere no decir,2024-09-23,Bolsillo,Online,Tienda Online,Transferencia,
V000483,978-3-62565-160-2,El día que se perdió la cordura,Javier Castillo,Thriller,20.79,1,21,Femenino,2023-07-05,Tapa dura,Online,Tienda Online,PayPal,
V000484,978-1-16630-767-8,Los pilares de la Tierra,Ken Follett,Histórica,21.9,1,72,Femenino,2024-12-04,Bolsillo,Física,Librería Gran Vía,Transferencia,5
V000485,978-3-39451-165-5,Matilda,Roald Dahl,Infantil,9.52,2,10,Prefiere no decir,2024-07-26,Bolsillo,Física,Librería Sevilla Triana,Efectivo,5
V000486,978-7-19071-878-8,El poder del ahora,Eckhart Tolle,Autoayuda,12.66,1,46,Prefiere no decir,2024-03-07,Kindle,Online,Tienda Online,Efectivo,5
V000487,978-7-47388-533-8,Los besos,Manuel Vilas,Ficción,18.9,1,62,Prefiere no decir,2024-06-11,Kindle,Online,Tienda Online,Transferencia,4
V000488,978-9-71953-348-7,It,Stephen King,Terror,18.32,2,42,No binario,2024-08-26,Tapa dura,Online,Tienda Online,Transferencia,5
V000489,978-4-10851-877-2,El nombre del viento,Patrick Rothfuss,Fantasía,24.09,3,52,Prefiere no decir,2024-03-26,Kindle,Online,Tienda Online,Tarjeta,5
V000490,978-3-84364-180-1,21 lecciones para el siglo XXI,Yuval Noah Harari,Ensayo,17.91,2,25,Prefiere no decir,2024-04-12,Tapa dura,Online,Tienda Online,Bizum,
V000491,978-6-54597-384-2,El temor de un hombre sabio,Patrick Rothfuss,Fantasía,27.39,1,59,Femenino,2024-01-02,Bolsillo,Física,Librería Gran Vía,PayPal,3
V000492,978-2-26828-775-7,Los cuatro acuerdos,Miguel Ruiz,Autoayuda,12.9,1,75,No binario,2024-06-05,Bolsillo,Online,Tienda Online,Tarjeta,5
V000493,978-3-76237-716-0,Fahrenheit 451,Ray Bradbury,Ciencia Ficción,13.9,1,44,No binario,2023-03-02,Kindle,Online,Tienda Online,Bizum,
V000494,978-1-42591-296-3,Frankenstein,Mary Shelley,Terror,11.9,1,40,Femenino,2025-05-27,Tapa dura,Online,Tienda Online,Efectivo,4
V000495,978-7-19071-878-8,El poder del ahora,Eckhart Tolle,Autoayuda,14.9,3,48,Femenino,2024-01-03,Tapa dura,Online,Tienda Online,Tarjeta,2
